room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
2142903,4235003,Entire home/apt,,Moncks Bay,219,5.0,2,1.0,89.0,1.0,-43.558853,172.735694,2016-08-19 21:24:20.138634
7703512,40351138,Entire home/apt,,Ilam,12,5.0,11,3.0,233.0,1.0,-43.517974,172.56407,2016-08-19 21:24:19.145228
7697224,32927997,Private room,,Avon Loop,11,4.5,2,1.0,55.0,1.0,-43.522681,172.64045,2016-08-19 21:24:03.888844
13466156,35634156,Entire home/apt,,Prestons,0,,6,3.0,59.0,10.0,-43.465769,172.665669,2016-08-19 21:24:01.560524
5671871,11554768,Entire home/apt,,St Albans West,2,,2,1.0,142.0,3.0,-43.518006,172.627461,2016-08-19 21:23:56.250640
4862797,25013424,Entire home/apt,,Russley,18,4.5,4,2.0,150.0,2.0,-43.500143,172.555497,2016-08-19 21:23:51.510062
12990788,51173128,Private room,,Waimairi Beach,0,,4,1.0,68.0,1.0,-43.480391,172.717067,2016-08-19 21:23:47.784629
4695480,24246527,Private room,,Merivale,1,,2,1.0,57.0,1.0,-43.517534,172.622066,2016-08-19 21:23:43.642570
13361551,63986978,Private room,,Addington,7,4.5,2,1.0,23.0,1.0,-43.544722,172.612332,2016-08-19 21:23:41.154687
5469849,28369985,Private room,,Belfast South,138,5.0,2,1.0,53.0,1.0,-43.461915,172.613178,2016-08-19 21:23:36.132683
11481766,3407891,Entire home/apt,,Addington,6,5.0,2,2.0,67.0,1.0,-43.543759,172.624127,2016-08-19 21:23:31.673870
13297503,6048262,Private room,,Oaklands West,0,,2,1.0,30.0,,-43.568364,172.550315,2016-08-19 21:23:19.363939
12991763,71203988,Entire home/apt,,Sumner,0,,3,1.0,87.0,4.0,-43.577007,172.764166,2016-08-19 21:23:16.554427
5633296,18542986,Entire home/apt,,Sumner,56,5.0,2,1.0,119.0,2.0,-43.568953,172.760981,2016-08-19 21:23:13.006724
11778184,54547387,Private room,,South Brighton,13,5.0,2,1.0,45.0,1.0,-43.538969,172.742613,2016-08-19 21:23:08.447106
9333358,48441021,Private room,,Waltham,25,5.0,1,1.0,22.0,1.0,-43.548458,172.64995,2016-08-19 21:23:05.485884
804510,1166862,Private room,,Holmwood,0,,2,1.0,90.0,1.0,-43.523599,172.602475,2016-08-19 21:23:01.436729
12832942,70045157,Entire home/apt,,St Albans West,5,5.0,2,0.0,75.0,1.0,-43.512764,172.6245,2016-08-19 21:22:51.040146
13547282,77973131,Private room,,Halswell South,5,5.0,2,1.0,23.0,1.0,-43.585184,172.566498,2016-08-19 21:22:48.258795
9827848,37608747,Private room,,Westhaven,0,,2,1.0,57.0,1.0,-43.494813,172.668235,2016-08-19 21:22:45.335247
10793450,17281261,Entire home/apt,,Yaldhurst,0,,4,2.0,105.0,1.0,-43.51065,172.497249,2016-08-19 21:22:41.801703
10793317,1368723,Entire home/apt,,Edgeware,41,5.0,7,2.0,68.0,1.0,-43.510932,172.644882,2016-08-19 21:22:39.529291
12350513,19962428,Entire home/apt,,Sawyers Arms,0,,3,1.0,49.0,2.0,-43.471704,172.600024,2016-08-19 21:22:34.315982
13593820,75286317,Entire home/apt,,Wairarapa,0,,8,4.0,244.0,5.0,-43.509933,172.572771,2016-08-19 21:22:31.816683
14286139,9566347,Entire home/apt,,Rutland,0,,4,2.0,82.0,2.0,-43.508982,172.626025,2016-08-19 21:22:29.927866
11622644,61555759,Private room,,Styx Mill,3,5.0,2,1.0,43.0,1.0,-43.480342,172.61025,2016-08-19 21:22:22.392548
1070001,938000,Private room,,St Martins,87,4.5,3,1.0,59.0,1.0,-43.559885,172.649038,2016-08-19 21:22:19.898570
4915043,25310822,Private room,,Avondale,44,5.0,3,1.0,44.0,1.0,-43.505561,172.690119,2016-08-19 21:22:17.194387
11914463,57801643,Private room,,Highfield Park,2,,3,1.0,23.0,1.0,-43.465722,172.65335,2016-08-19 21:22:14.886669
11530694,52024385,Private room,,Woolston South,5,4.5,2,1.0,36.0,1.0,-43.552839,172.672512,2016-08-19 21:22:14.376957
3468541,15484405,Entire home/apt,,South Brighton,15,4.5,2,1.0,90.0,1.0,-43.553809,172.751126,2016-08-19 21:22:12.140589
9963340,3971947,Private room,,Merivale,2,,2,1.0,37.0,1.0,-43.521567,172.623032,2016-08-19 21:22:08.307445
12918039,70853302,Entire home/apt,,Riccarton West,0,,4,2.0,112.0,2.0,-43.530657,172.59467,2016-08-19 21:22:06.560728
2210246,11274320,Private room,,Strowan,7,5.0,4,1.0,71.0,2.0,-43.506402,172.608118,2016-08-19 21:22:03.132219
5671489,24205506,Entire home/apt,,Jellie Park,14,4.5,14,5.0,210.0,2.0,-43.507943,172.59186,2016-08-19 21:22:00.186846
6784780,7468316,Entire home/apt,,Merivale,8,5.0,5,2.0,142.0,2.0,-43.51718,172.622985,2016-08-19 21:21:55.732621
9373485,48502039,Private room,,New Brighton,5,4.0,2,1.0,27.0,1.0,-43.507605,172.728121,2016-08-19 21:21:27.931183
364439,1841449,Private room,,Aranui,0,,2,1.0,124.0,1.0,-43.506186,172.702517,2016-08-19 21:21:19.594702
12795331,69686464,Private room,,Sydenham,12,4.0,2,1.0,29.0,1.0,-43.551779,172.641189,2016-08-19 21:21:18.053105
9136458,47583337,Private room,,Aorangi,35,4.5,2,1.0,36.0,1.0,-43.503139,172.595848,2016-08-19 21:21:09.880873
11640971,57443246,Private room,,Opawa,5,4.5,2,1.0,32.0,3.0,-43.551938,172.665546,2016-08-19 21:21:07.631632
2527858,9490142,Private room,,Avonhead West,35,5.0,3,1.0,104.0,1.0,-43.517781,172.542617,2016-08-19 21:21:06.964635
8004549,29973513,Private room,,Addington,11,5.0,2,1.0,40.0,4.0,-43.545362,172.624072,2016-08-19 21:20:58.870866
8071710,11126176,Private room,,Phillipstown,48,5.0,2,1.0,45.0,2.0,-43.53834,172.660054,2016-08-19 21:20:46.200588
11364864,59541504,Private room,,Addington,5,4.5,4,1.0,36.0,1.0,-43.544466,172.627285,2016-08-19 21:20:28.935448
6081230,27753734,Private room,,Addington,5,5.0,1,1.0,30.0,3.0,-43.544147,172.620593,2016-08-19 21:20:21.268936
14098542,84854262,Entire home/apt,,Wigram,0,,4,3.0,60.0,1.0,-43.551004,172.544632,2016-08-19 21:19:53.932550
11025684,46263627,Entire home/apt,,Travis Wetland,20,4.5,2,1.0,44.0,2.0,-43.484992,172.685435,2016-08-19 21:19:51.639336
14279108,1368723,Entire home/apt,,Cathedral Square,1,,6,2.0,112.0,1.0,-43.531642,172.638239,2016-08-19 21:19:45.191238
13674284,24205506,Entire home/apt,,St Albans West,0,,8,4.0,172.0,,-43.511799,172.628921,2016-08-19 21:19:41.962872
10386149,46315953,Private room,,Heathcote Valley,10,5.0,2,1.0,34.0,2.0,-43.576212,172.70418,2016-08-19 21:19:38.034907
10293131,52953757,Entire home/apt,,Bishopdale North,19,5.0,4,2.0,90.0,1.0,-43.477097,172.578534,2016-08-19 21:19:22.634316
10416106,53641016,Entire home/apt,,Phillipstown,24,5.0,4,2.0,91.0,1.0,-43.538014,172.658798,2016-08-19 21:19:20.572781
5685927,29482104,Entire home/apt,,Riccarton,1,,2,1.0,105.0,2.0,-43.530504,172.609753,2016-08-19 21:19:13.642641
4040668,20950258,Private room,,Highfield Park,1,,1,1.0,46.0,1.0,-43.486585,172.650594,2016-08-19 21:19:08.648744
12525437,12788715,Private room,,Addington,19,5.0,3,1.0,41.0,1.0,-43.542243,172.617592,2016-08-19 21:19:06.656830
9826511,28992903,Entire home/apt,,Avonhead West,12,4.0,6,3.0,165.0,1.0,-43.519604,172.539903,2016-08-19 21:19:00.949812
14040913,64451692,Entire home/apt,,Sydenham,0,,2,1.0,36.0,1.0,-43.557505,172.641481,2016-08-19 21:18:59.397646
6992775,5156035,Entire home/apt,,South Brighton,0,,2,1.0,112.0,1.0,-43.528884,172.737513,2016-08-19 21:18:58.014653
7584864,20202846,Private room,,Sockburn,6,4.5,2,1.0,45.0,1.0,-43.533543,172.571496,2016-08-19 21:18:47.108761
1786032,220941,Private room,,South Brighton,0,,1,1.0,60.0,1.0,-43.539707,172.743802,2016-08-19 21:18:43.476967
12346465,60823820,Entire home/apt,,Hagley Park,2,,5,2.0,136.0,1.0,-43.528793,172.63324,2016-08-19 21:18:41.550575
14041322,84139779,Entire home/apt,,Hornby South,0,,1,1.0,37.0,1.0,-43.552095,172.534009,2016-08-19 21:18:18.304266
13177275,73683164,Private room,,Edgeware,0,,4,1.0,41.0,2.0,-43.509702,172.648956,2016-08-19 21:18:06.592147
13175081,66816811,Entire home/apt,,Phillipstown,2,,5,2.0,119.0,,-43.534099,172.664568,2016-08-19 21:18:04.123374
11720189,62068447,Private room,,Avonhead West,1,,3,1.0,75.0,1.0,-43.52272,172.545042,2016-08-19 21:18:03.084653
14376075,26921183,Entire home/apt,,St Albans West,0,,6,2.0,69.0,1.0,-43.515888,172.627169,2016-08-19 21:17:59.918433
10296283,52972422,Entire home/apt,,Barrington North,0,,2,1.0,82.0,,-43.561579,172.613503,2016-08-19 21:17:56.985335
7352675,37953447,Private room,,Rawhiti,0,,4,1.0,68.0,1.0,-43.502593,172.71365,2016-08-19 21:17:53.850219
10360089,53321413,Entire home/apt,,Diamond Harbour,0,,3,2.0,52.0,1.0,-43.629032,172.732507,2016-08-19 21:17:46.674760
13035773,72065589,Private room,,Papanui,0,,2,1.0,53.0,1.0,-43.503809,172.616822,2016-08-19 21:17:41.485281
13738477,78066441,Private room,,Wigram,1,,1,1.0,19.0,1.0,-43.541715,172.550328,2016-08-19 21:17:34.192606
9080833,47356546,Entire home/apt,,Parklands,35,5.0,5,1.0,82.0,1.0,-43.472278,172.693305,2016-08-19 21:17:27.114930
7764254,37953447,Private room,,Rawhiti,2,,2,1.0,34.0,1.0,-43.501405,172.712377,2016-08-19 21:17:23.741827
6703321,30445253,Entire home/apt,,Westburn,64,5.0,5,2.0,61.0,1.0,-43.514189,172.565304,2016-08-19 21:17:20.195120
13005186,71711853,Private room,,Edgeware,0,,2,1.0,71.0,1.0,-43.519418,172.64509,2016-08-19 21:17:17.226605
12432828,25441813,Private room,,Upper Riccarton,1,,2,1.0,49.0,1.0,-43.528769,172.576203,2016-08-19 21:17:15.566628
8583115,45170003,Private room,,Bishopdale,26,4.5,2,1.0,47.0,3.0,-43.498548,172.584782,2016-08-19 21:17:12.841590
14167806,57694920,Private room,,Mt Pleasant,0,,3,1.0,48.0,1.0,-43.568545,172.720172,2016-08-19 21:17:10.248700
13375661,75968821,Private room,,Mairehau,0,,2,1.0,57.0,1.0,-43.503771,172.63936,2016-08-19 21:16:58.298612
12194963,27614714,Private room,,Travis Wetland,0,,2,1.0,71.0,1.0,-43.491145,172.688136,2016-08-19 21:16:52.526990
13720235,80192742,Entire home/apt,,Upper Riccarton,0,,12,6.0,158.0,2.0,-43.528779,172.581496,2016-08-19 21:16:52.223781
14284559,87177917,Private room,,Avondale,0,,2,1.0,60.0,1.0,-43.504211,172.692119,2016-08-19 21:16:49.643250
14112392,85025761,Entire home/apt,,Lyttelton,2,,2,1.0,53.0,,-43.601236,172.723581,2016-08-19 21:16:46.146587
12918376,70858218,Entire home/apt,,Avon Loop,2,,2,1.0,98.0,2.0,-43.521808,172.638249,2016-08-19 21:16:41.144132
6815326,938000,Entire home/apt,,St Martins,11,4.0,7,3.0,141.0,1.0,-43.559802,172.649575,2016-08-19 21:16:37.018698
5787709,21073822,Entire home/apt,,Bishopdale North,2,,4,2.0,146.0,1.0,-43.477027,172.566846,2016-08-19 21:16:32.585646
11951178,63824340,Entire home/apt,,Bexley,12,4.5,3,2.0,30.0,1.0,-43.514891,172.708081,2016-08-19 21:16:29.479276
13226887,58077155,Entire home/apt,,Lyttelton,0,,3,2.0,67.0,3.0,-43.602044,172.716331,2016-08-19 21:16:27.579247
6340315,6677789,Entire home/apt,,Governors Bay,1,,2,1.0,37.0,,-43.617098,172.643102,2016-08-19 21:16:27.221683
1007247,4765250,Entire home/apt,,Riccarton South,39,5.0,6,3.0,139.0,3.0,-43.538711,172.606137,2016-08-19 21:16:19.104944
3604455,12036817,Private room,,Bishopdale North,126,5.0,4,1.0,60.0,1.0,-43.478456,172.562459,2016-08-19 21:16:13.860650
12367933,66269350,Private room,,Linwood East,6,4.5,2,1.0,37.0,1.0,-43.529508,172.687053,2016-08-19 21:16:06.327211
894954,4765250,Entire home/apt,,Riccarton South,48,4.5,4,2.0,139.0,3.0,-43.536753,172.61177,2016-08-19 21:15:55.966792
9883819,50842286,Entire home/apt,,Holmwood,62,5.0,3,1.0,74.0,2.0,-43.516445,172.612984,2016-08-19 21:15:43.218586
1480596,7922115,Private room,,Addington,41,5.0,2,1.0,45.0,1.0,-43.54587,172.616831,2016-08-19 21:15:19.043386
12228061,65785411,Entire home/apt,,Mairehau,0,,4,3.0,7499.0,1.0,-43.505788,172.641036,2016-08-19 21:15:07.642724
3200862,16221067,Entire home/apt,,Papanui,0,,2,1.0,45.0,7.0,-43.498985,172.604117,2016-08-19 21:15:04.226418
881406,4663146,Entire home/apt,,Lyttelton,38,4.5,4,1.0,112.0,1.0,-43.599177,172.718371,2016-08-19 21:15:02.084688
6914550,1873262,Private room,,South Brighton,3,4.0,3,1.0,32.0,1.0,-43.536395,172.739948,2016-08-19 21:15:01.699190
6202641,32167286,Private room,,Cashmere West,2,,2,1.0,75.0,21.0,-43.575746,172.624443,2016-08-19 21:14:52.749211
13100344,72780324,Private room,,Cathedral Square,1,,2,1.0,23.0,1.0,-43.533143,172.650409,2016-08-19 21:14:37.198565
11399820,59833576,Private room,,Phillipstown,23,5.0,2,1.0,19.0,2.0,-43.540974,172.662394,2016-08-19 21:14:34.985343
3877710,24205506,Entire home/apt,,Merivale,20,4.0,4,2.0,142.0,2.0,-43.5207,172.623736,2016-08-19 21:14:28.011929
9099171,26332150,Private room,,Rutland,6,4.5,2,1.0,61.0,1.0,-43.504991,172.617617,2016-08-19 21:14:12.781058
14141183,85368211,Private room,,Halswell West,0,,2,1.0,26.0,1.0,-43.574214,172.542928,2016-08-19 21:13:56.433069
12176829,65426662,Private room,,Aranui,4,5.0,2,1.0,21.0,1.0,-43.508531,172.700304,2016-08-19 21:13:53.575819
9595898,49665226,Private room,,Edgeware,7,4.5,2,1.0,37.0,1.0,-43.514687,172.650555,2016-08-19 21:13:52.142889
8058438,5790968,Private room,,Hoon Hay,15,5.0,2,1.0,30.0,2.0,-43.559447,172.606462,2016-08-19 21:13:46.465792
9909639,7081855,Private room,,Barrington North,26,5.0,2,1.0,71.0,1.0,-43.55366,172.609006,2016-08-19 21:13:41.699407
14308403,53623984,Entire home/apt,,Avon Loop,0,,2,1.0,60.0,1.0,-43.524326,172.632145,2016-08-19 21:13:29.428652
1773231,220941,Private room,,South Brighton,0,,2,1.0,60.0,1.0,-43.540799,172.744265,2016-08-19 21:12:48.518708
13438652,76688421,Entire home/apt,,Diamond Harbour,1,,3,0.0,61.0,1.0,-43.632364,172.723988,2016-08-19 21:12:27.638121
8472935,44620039,Entire home/apt,,Cashmere East,32,5.0,3,1.0,82.0,1.0,-43.57891,172.63134,2016-08-19 21:12:25.760784
6677114,34943562,Entire home/apt,,Sydenham,11,5.0,2,1.0,68.0,2.0,-43.555157,172.636868,2016-08-19 21:11:30.299284
11277034,24205506,Entire home/apt,,Bryndwr,0,,9,4.0,172.0,2.0,-43.509106,172.593275,2016-08-19 21:11:00.714226
2621115,13390578,Entire home/apt,,Lyttelton,0,,6,3.0,187.0,2.0,-43.603337,172.69395,2016-08-19 21:10:47.456569
7790324,13248941,Entire home/apt,,Merivale,1,,5,3.0,121.0,1.0,-43.517125,172.616137,2016-08-19 21:10:44.670915
12774202,69502008,Private room,,Paparua,0,,2,1.0,135.0,1.0,-43.504602,172.441613,2016-08-19 21:10:25.106632
10994155,55183024,Entire home/apt,,Oaklands West,2,,16,8.0,30.0,1.0,-43.570214,172.559896,2016-08-19 21:08:04.692735
9700312,50092465,Entire home/apt,,Avon Loop,5,5.0,4,2.0,56.0,2.0,-43.525779,172.640709,2016-08-19 21:07:57.343422
12109056,26502411,Private room,,Harewood,0,,2,1.0,37.0,1.0,-43.484329,172.577367,2016-08-19 21:07:37.961771
10474092,51760273,Private room,,Yaldhurst,0,,1,1.0,57.0,2.0,-43.523874,172.517811,2016-08-19 21:07:29.129974
7537019,29973513,Private room,,St Albans East,1,,1,1.0,24.0,2.0,-43.514453,172.63294,2016-08-19 21:07:25.787901
14029905,960860,Private room,,Barrington North,2,,2,1.0,35.0,1.0,-43.553713,172.603148,2016-08-19 21:07:09.446426
11104969,57677232,Entire home/apt,,Opawa,10,4.0,3,0.0,83.0,1.0,-43.559039,172.666589,2016-08-19 21:07:00.101557
8720346,45768555,Private room,,Harewood,67,5.0,2,1.0,66.0,1.0,-43.483747,172.576488,2016-08-19 21:06:57.486500
9393958,48725025,Private room,,Oaklands East,18,4.5,2,1.0,29.0,2.0,-43.57772,172.557072,2016-08-19 21:06:52.461480
10415326,13349472,Entire home/apt,,Governors Bay,12,5.0,2,1.0,71.0,1.0,-43.627659,172.648705,2016-08-19 21:06:47.531750
12456202,60062134,Private room,,Westhaven,1,,2,1.0,28.0,1.0,-43.492854,172.673885,2016-08-19 21:06:47.392535
4925175,25369471,Entire home/apt,,Port Levy,1,,2,1.0,112.0,1.0,-43.622651,172.780812,2016-08-19 21:06:40.293083
13829584,52197170,Private room,,Rapaki Track,0,,2,1.0,37.0,1.0,-43.571202,172.685373,2016-08-19 21:06:37.877471
14525422,727195,Entire home/apt,,St Albans East,0,,5,3.0,187.0,2.0,-43.51393,172.64155,2016-08-19 21:06:23.986650
5175989,26772851,Private room,,Hagley Park,96,4.5,2,1.0,60.0,1.0,-43.533596,172.613143,2016-08-19 21:05:31.987350
261945,1374320,Private room,,Westmorland,55,5.0,2,1.0,90.0,1.0,-43.57897,172.598486,2016-08-19 21:05:28.579690
11498753,47432968,Entire home/apt,,Bryndwr,12,5.0,2,1.0,82.0,2.0,-43.515424,172.598673,2016-08-19 21:05:22.215108
9202186,43630831,Entire home/apt,,Opawa,28,4.5,2,1.0,60.0,2.0,-43.558391,172.668573,2016-08-19 21:05:09.918991
9199819,39893034,Entire home/apt,,Somerfield,6,4.5,4,2.0,112.0,2.0,-43.559448,172.635425,2016-08-19 21:05:02.379845
13046754,52609824,Private room,,Deans Bush,0,,2,1.0,37.0,1.0,-43.525757,172.589262,2016-08-19 21:04:59.776558
8968940,46871128,Private room,,Middleton,1,,2,1.0,53.0,3.0,-43.538946,172.578309,2016-08-19 21:04:58.767408
10089740,51760273,Private room,,Yaldhurst,0,,2,1.0,43.0,7.0,-43.522956,172.517969,2016-08-19 21:04:54.079760
11656479,4831324,Private room,,St Albans West,19,4.5,2,1.0,37.0,1.0,-43.517647,172.631427,2016-08-19 21:04:51.307612
10834172,55951994,Entire home/apt,,Linwood,0,,16,8.0,749.0,1.0,-43.528611,172.657871,2016-08-19 21:04:41.880730
13552611,78042380,Private room,,Westburn,1,,1,1.0,37.0,1.0,-43.512482,172.56795,2016-08-19 21:04:30.807695
4394839,22664885,Private room,,Barrington North,149,5.0,2,1.0,37.0,1.0,-43.55053,172.600499,2016-08-19 21:04:28.106745
7016099,10732164,Private room,,Aorangi,4,5.0,2,1.0,41.0,1.0,-43.50022,172.58851,2016-08-19 21:04:17.723021
10293786,52953757,Private room,,Sawyers Arms,7,5.0,2,1.0,73.0,1.0,-43.475265,172.579928,2016-08-19 21:04:16.707327
4533525,8221309,Private room,,Avon Loop,2,,2,1.0,49.0,1.0,-43.528265,172.648227,2016-08-19 21:04:10.264254
1461771,6353005,Entire home/apt,,Mt Pleasant,5,5.0,3,2.0,146.0,3.0,-43.556998,172.720445,2016-08-19 21:04:06.911448
12057971,17083186,Private room,,Sydenham,2,,2,1.0,45.0,1.0,-43.551271,172.645358,2016-08-19 21:04:05.709014
6927289,36303638,Private room,,Bromley,14,5.0,1,1.0,25.0,1.0,-43.543224,172.690541,2016-08-19 21:03:24.645544
13548139,77984121,Private room,,Westhaven,3,4.0,4,1.0,45.0,1.0,-43.495061,172.681663,2016-08-19 21:03:22.484639
11657296,34943562,Entire home/apt,,Sydenham,2,,2,0.0,58.0,2.0,-43.554912,172.636653,2016-08-19 21:03:03.177063
2229711,9431529,Entire home/apt,,Riccarton,2,,5,3.0,105.0,2.0,-43.533459,172.597231,2016-08-19 21:02:58.133242
8058339,42560708,Private room,,Richmond North,45,4.5,2,1.0,45.0,1.0,-43.514026,172.655263,2016-08-19 21:02:40.814146
10397520,7580228,Private room,,Mairehau,5,5.0,2,1.0,27.0,2.0,-43.501585,172.642379,2016-08-19 21:02:23.058112
13435306,28958504,Private room,,Avon Loop,8,4.5,2,1.0,41.0,1.0,-43.522123,172.640007,2016-08-19 21:02:19.178339
12797240,69709277,Private room,,Avon Loop,0,,2,1.0,98.0,1.0,-43.521896,172.636441,2016-08-19 21:02:15.685789
10480925,7580228,Private room,,Shirley West,14,5.0,1,1.0,27.0,2.0,-43.500508,172.644028,2016-08-19 21:02:05.927772
13453932,76866689,Private room,,Spreydon,0,,2,1.0,25.0,7.0,-43.550838,172.614232,2016-08-19 21:02:01.820373
13032367,72026755,Entire home/apt,,Avon Loop,3,4.5,2,0.0,68.0,1.0,-43.528004,172.643926,2016-08-19 21:01:55.253787
2527596,9490142,Private room,,Avonhead West,11,4.5,2,1.0,74.0,1.0,-43.519787,172.543988,2016-08-19 21:01:48.752974
12660641,45236495,Private room,,Ferrymead,6,5.0,2,1.0,15.0,1.0,-43.5421,172.684681,2016-08-19 21:01:33.837855
11723185,47941567,Private room,,Strowan,2,,4,1.0,112.0,2.0,-43.507755,172.601992,2016-08-19 21:01:25.747167
8433576,44327253,Entire home/apt,,Cashmere East,3,5.0,3,2.0,94.0,,-43.576201,172.634247,2016-08-19 21:01:22.306679
6393894,33338659,Private room,,Opawa,0,,2,1.0,64.0,1.0,-43.548682,172.659763,2016-08-19 21:01:14.260162
14470366,89191145,Entire home/apt,,Avon Loop,0,,4,2.0,98.0,3.0,-43.524243,172.639734,2016-08-19 21:00:42.371383
11460930,60276746,Private room,,Wainoni,0,,2,1.0,63.0,1.0,-43.514154,172.693762,2016-08-19 21:00:39.688302
7878124,41527093,Entire home/apt,,Avon Loop,38,5.0,4,2.0,142.0,2.0,-43.526553,172.646821,2016-08-19 21:00:37.197558
5973157,14612054,Private room,,Avon Loop,152,5.0,2,1.0,60.0,1.0,-43.527575,172.645855,2016-08-19 21:00:23.836842
13774255,48550774,Private room,,Wairarapa,1,,2,1.0,52.0,1.0,-43.505781,172.573449,2016-08-19 21:00:16.961867
13733790,80360418,Entire home/apt,,Sawyers Arms,8,4.5,2,0.0,34.0,1.0,-43.479875,172.598603,2016-08-19 21:00:13.963077
1574874,8371008,Private room,,Wharenui,240,4.5,2,1.0,66.0,1.0,-43.53649,172.583783,2016-08-19 21:00:10.355817
9287105,28847013,Private room,,Waltham,5,3.0,2,1.0,21.0,1.0,-43.544921,172.647102,2016-08-19 20:59:34.784424
9465596,31127060,Entire home/apt,,Woolston West,1,,4,2.0,90.0,2.0,-43.541558,172.674302,2016-08-19 20:58:54.241586
13817806,50706656,Private room,,Woolston South,0,,2,1.0,45.0,1.0,-43.558458,172.684889,2016-08-19 20:58:51.806835
5512359,28591973,Entire home/apt,,Mona Vale,10,4.5,2,1.0,101.0,1.0,-43.529396,172.593063,2016-08-19 20:58:49.359243
9418683,46871128,Shared room,,Wharenui,0,,5,1.0,27.0,3.0,-43.537557,172.579314,2016-08-19 21:19:22.907646
13563725,55951994,Shared room,,Linwood,0,,4,1.0,26.0,,-43.5288,172.655972,2016-08-19 21:48:33.768455
9828601,50621375,Shared room,,Linwood East,2,,4,1.0,14.0,2.0,-43.529598,172.679514,2016-08-19 21:49:01.608406
9418882,46871128,Shared room,,Middleton,0,,5,1.0,27.0,3.0,-43.539432,172.578621,2016-08-19 21:42:59.332688
13592226,77630143,Shared room,,Wigram,0,,4,1.0,60.0,1.0,-43.551157,172.543465,2016-08-19 21:09:52.522415
12799637,69709277,Shared room,,St Albans East,0,,4,1.0,165.0,1.0,-43.520826,172.638332,2016-08-19 21:43:50.126171
11534155,60843419,Shared room,,Sumner,15,4.5,5,1.0,18.0,1.0,-43.570005,172.760385,2016-08-19 21:38:05.787950
8979459,46871128,Shared room,,Middleton,0,,5,1.0,27.0,3.0,-43.53908,172.578443,2016-08-19 21:16:40.480582
13605089,55951994,Shared room,,Linwood,0,,8,1.0,24.0,1.0,-43.530004,172.657145,2016-08-19 20:59:30.788943
9929330,50621375,Shared room,,Linwood East,3,4.5,4,1.0,14.0,2.0,-43.529984,172.677867,2016-08-19 21:01:29.895887
12661065,45236495,Shared room,,Woolston West,8,4.5,2,1.0,14.0,1.0,-43.541471,172.682599,2016-08-19 21:40:51.143852
13106509,62087440,Shared room,,Riccarton,3,5.0,1,1.0,18.0,1.0,-43.533036,172.596929,2016-08-19 21:28:38.850294
11304083,16158635,Shared room,,Sockburn,2,,5,1.0,23.0,1.0,-43.531747,172.550255,2016-08-19 21:11:31.975298
11594150,61336998,Shared room,,Bromley,0,,2,1.0,37.0,1.0,-43.542837,172.691686,2016-08-19 21:20:56.664987
3273242,16551820,Shared room,,Sydenham,24,3.5,1,1.0,23.0,1.0,-43.548722,172.645677,2016-08-19 21:12:49.116047
10862366,55183024,Shared room,,Oaklands West,1,,16,1.0,26.0,1.0,-43.568479,172.559393,2016-08-19 21:41:37.844823
12940402,61608288,Shared room,,Westmorland,0,,1,1.0,19.0,1.0,-43.579257,172.598465,2016-08-19 21:37:56.502535
11226679,58506598,Shared room,,Upper Riccarton,0,,1,1.0,19.0,1.0,-43.525469,172.573242,2016-08-19 21:19:15.935192
8921660,45858105,Shared room,,Sydenham,14,5.0,2,1.0,19.0,1.0,-43.551112,172.639254,2016-08-19 21:27:46.741303
12990679,71565233,Shared room,,Avon Loop,0,,4,1.0,22.0,1.0,-43.52815,172.645037,2016-08-19 21:26:19.581287
14596916,88193205,Shared room,,Papanui,0,,2,1.0,30.0,3.0,-43.493464,172.601211,2016-08-19 21:41:30.026991
8990723,45236495,Shared room,,Ferrymead,38,4.5,2,1.0,13.0,1.0,-43.541874,172.684737,2016-08-19 21:08:45.781074
11695675,50621375,Shared room,,Linwood East,0,,1,1.0,14.0,2.0,-43.530898,172.678081,2016-08-19 21:32:55.061220
13930407,82777815,Shared room,,Cathedral Square,0,,1,1.0,34.0,1.0,-43.534971,172.629921,2016-08-19 21:39:21.874853
13171848,71711853,Shared room,,Edgeware,6,4.0,4,1.0,28.0,1.0,-43.519706,172.644009,2016-08-19 21:13:36.723251
12904659,62087440,Shared room,,Riccarton West,6,5.0,1,1.0,18.0,1.0,-43.53126,172.594783,2016-08-19 21:13:08.976608
8595772,45236495,Shared room,,Woolston West,84,4.5,2,1.0,12.0,1.0,-43.541859,172.683011,2016-08-19 21:45:38.815139
11679132,50621375,Shared room,,Linwood East,1,,1,1.0,14.0,2.0,-43.531082,172.678979,2016-08-19 21:34:56.644785
10005853,51397354,Shared room,,Cathedral Square,5,4.0,1,1.0,23.0,1.0,-43.538558,172.635325,2016-08-19 21:28:48.902600
14380001,88274679,Entire home/apt,,Diamond Harbour,0,,6,3.0,244.0,7.0,-43.636099,172.717326,2016-08-19 21:07:24.500664
13593869,33478675,Private room,,Papanui,0,,2,1.0,37.0,1.0,-43.501709,172.606644,2016-08-19 21:37:18.578589
7715869,24205506,Entire home/apt,,Riccarton,7,4.5,12,5.0,172.0,2.0,-43.530183,172.604612,2016-08-19 21:37:11.506785
4567427,938000,Entire home/apt,,St Martins,5,5.0,9,4.0,371.0,3.0,-43.560273,172.649294,2016-08-19 21:37:10.627405
